amp,mu_0,mu_1,mu_2,mu_3,Sigma_0_0,Sigma_0_1,Sigma_0_2,Sigma_0_3,Sigma_1_0,Sigma_1_1,Sigma_1_2,Sigma_1_3,Sigma_2_0,Sigma_2_1,Sigma_2_2,Sigma_2_3,Sigma_3_0,Sigma_3_1,Sigma_3_2,Sigma_3_3
9.580520540475845337e-02,1.667464017868041992e+00,1.124093770980834961e+00,1.497849426269531250e+02,2.397258605957031250e+02,1.660459674894809723e-03,-1.028247410431504250e-03,-8.143602609634399414e-01,-4.655445814132690430e-01,-1.028247410431504250e-03,6.412022048607468605e-04,5.259395241737365723e-01,2.859109044075012207e-01,-8.143602609634399414e-01,5.259395241737365723e-01,4.826165527343750000e+03,-3.648357421875000000e+03,-4.655445814132690430e-01,2.859109044075012207e-01,-3.648357421875000000e+03,2.457265234375000000e+04
2.153787389397621155e-02,1.983612298965454102e+00,9.634335637092590332e-01,1.036817321777343750e+02,1.371906494140625000e+03,4.032570868730545044e-03,-1.698977779597043991e-03,1.523071229457855225e-01,-1.645070648193359375e+01,-1.698977779597043991e-03,7.216645753942430019e-04,-7.802804559469223022e-02,6.258718490600585938e+00,1.523071229457855225e-01,-7.802804559469223022e-02,6.773381347656250000e+03,-1.838315039062500000e+04,-1.645070648193359375e+01,6.258718490600585938e+00,-1.838315039062500000e+04,1.143481375000000000e+06
6.029027327895164490e-02,1.401747226715087891e+00,1.326830387115478516e+00,5.206896972656250000e+02,7.007072143554687500e+02,5.846435087732970715e-04,-5.459343083202838898e-04,6.352271437644958496e-01,9.266681671142578125e-01,-5.459343083202838898e-04,5.199666484259068966e-04,-7.539496421813964844e-01,-7.710884213447570801e-01,6.352271437644958496e-01,-7.539496421813964844e-01,8.649972656250000000e+04,-4.383669531250000000e+04,9.266681671142578125e-01,-7.710884213447570801e-01,-4.383669531250000000e+04,1.358182187500000000e+05
2.536195330321788788e-02,1.401569724082946777e+00,1.327756404876708984e+00,1.423304138183593750e+02,3.497667846679687500e+02,4.932986921630799770e-04,-4.456528113223612309e-04,-1.365531384944915771e-01,8.191595673561096191e-01,-4.456528113223612309e-04,4.143419791944324970e-04,1.944554746150970459e-01,-9.591259956359863281e-01,-1.365531384944915771e-01,1.944554746150970459e-01,7.548435058593750000e+03,-6.736043945312500000e+03,8.191595673561096191e-01,-9.591259956359863281e-01,-6.736043945312500000e+03,2.241394531250000000e+04
5.180563405156135559e-02,1.695064663887023926e+00,1.107602357864379883e+00,1.725037841796875000e+02,1.632502685546875000e+03,1.293901703320443630e-03,-7.712485385127365589e-04,-7.078962326049804688e-01,2.573693752288818359e+00,-7.712485385127365589e-04,4.663376603275537491e-04,4.008672237396240234e-01,-1.438714981079101562e+00,-7.078962326049804688e-01,4.008672237396240234e-01,1.364560742187500000e+04,-2.786202734375000000e+04,2.573693752288818359e+00,-1.438714981079101562e+00,-2.786202734375000000e+04,5.195347500000000000e+05
1.999899279326200485e-03,1.614740729331970215e+00,1.165266513824462891e+00,8.564794921875000000e+02,2.038949951171875000e+03,1.005083601921796799e-02,-6.606347858905792236e-03,8.666657447814941406e+00,-2.837445068359375000e+01,-6.606347858905792236e-03,4.369420465081930161e-03,-6.007336139678955078e+00,1.782320594787597656e+01,8.666657447814941406e+00,-6.007336139678955078e+00,2.204732421875000000e+04,-4.401985546875000000e+04,-2.837445068359375000e+01,1.782320594787597656e+01,-4.401985546875000000e+04,2.440049843750000000e+05
2.444341778755187988e-02,1.516768097877502441e+00,1.230008482933044434e+00,3.147711181640625000e+01,5.688227539062500000e+02,2.092647831887006760e-03,-1.619030954316258430e-03,-2.046162635087966919e-02,9.155283570289611816e-01,-1.619030954316258430e-03,1.261075143702328205e-03,1.491606608033180237e-02,-7.342289686203002930e-01,-2.046162635087966919e-02,1.491606608033180237e-02,4.186344909667968750e+02,-6.856501464843750000e+02,9.155283570289611816e-01,-7.342289686203002930e-01,-6.856501464843750000e+02,5.171796875000000000e+04
3.501380607485771179e-02,1.905247211456298828e+00,9.961214065551757812e-01,5.090455627441406250e+01,4.924281616210937500e+02,2.444404643028974533e-03,-1.108879456296563148e-03,-1.578411087393760681e-02,-3.512037038803100586e+00,-1.108879456296563148e-03,5.054839421063661575e-04,2.889819908887147903e-03,1.586026787757873535e+00,-1.578411087393760681e-02,2.889819908887147903e-03,1.118136840820312500e+03,-4.743833984375000000e+03,-3.512037038803100586e+00,1.586026787757873535e+00,-4.743833984375000000e+03,1.236641953125000000e+05
3.248340683057904243e-03,1.627444267272949219e+00,1.156826853752136230e+00,7.082850341796875000e+02,4.147828979492187500e+02,6.157728843390941620e-03,-3.897035028785467148e-03,-8.407375335693359375e+00,-1.507936286926269531e+01,-3.897035028785467148e-03,2.480906900018453598e-03,5.157172679901123047e+00,9.263216018676757812e+00,-8.407375335693359375e+00,5.157172679901123047e+00,1.648375000000000000e+04,2.589652343750000000e+04,-1.507936286926269531e+01,9.263216018676757812e+00,2.589652343750000000e+04,5.842668750000000000e+04
2.748925052583217621e-02,1.444744586944580078e+00,1.288953065872192383e+00,1.067536926269531250e+02,1.246730468750000000e+03,1.764248241670429707e-03,-1.521161757409572601e-03,8.564162999391555786e-03,1.403853058815002441e+00,-1.521161757409572601e-03,1.321018207818269730e-03,-1.861733756959438324e-02,-1.101355075836181641e+00,8.564162999391555786e-03,-1.861733756959438324e-02,4.808242187500000000e+03,-9.868510131835937500e+02,1.403853058815002441e+00,-1.101355075836181641e+00,-9.868510131835937500e+02,3.270329375000000000e+05
