amp,mu_0,mu_1,mu_2,mu_3,Sigma_0_0,Sigma_0_1,Sigma_0_2,Sigma_0_3,Sigma_1_0,Sigma_1_1,Sigma_1_2,Sigma_1_3,Sigma_2_0,Sigma_2_1,Sigma_2_2,Sigma_2_3,Sigma_3_0,Sigma_3_1,Sigma_3_2,Sigma_3_3
7.135131210088729858e-02,1.776894688606262207e+00,1.535377264022827148e+00,3.994091186523437500e+02,5.510172119140625000e+02,3.609653329476714134e-03,-2.556714694947004318e-03,2.259672403335571289e+00,-8.456300735473632812e+00,-2.556714694947004318e-03,2.496588742360472679e-03,-1.921877861022949219e+00,7.360634803771972656e+00,2.259672403335571289e+00,-1.921877861022949219e+00,2.458393750000000000e+04,-1.275541601562500000e+04,-8.456300735473632812e+00,7.360634803771972656e+00,-1.275541601562500000e+04,6.151048828125000000e+04
4.542975127696990967e-02,1.819142818450927734e+00,1.506126165390014648e+00,3.444741821289062500e+01,6.169154052734375000e+02,8.533257059752941132e-03,-6.227571982890367508e-03,-3.798632621765136719e-01,-7.018245697021484375e+00,-6.227571982890367508e-03,5.235395394265651703e-03,2.928147315979003906e-01,5.169898509979248047e+00,-3.798632621765136719e-01,2.928147315979003906e-01,3.030085144042968750e+02,1.127392089843750000e+03,-7.018245697021484375e+00,5.169898509979248047e+00,1.127392089843750000e+03,1.121320937500000000e+05
3.655871376395225525e-02,1.772279858589172363e+00,1.540425777435302734e+00,1.116306884765625000e+03,1.276790405273437500e+03,2.990496810525655746e-03,-1.898289425298571587e-03,-1.880269169807434082e+00,5.816232204437255859e+00,-1.898289425298571587e-03,1.917515532113611698e-03,-7.208598405122756958e-02,-5.050680637359619141e+00,-1.880269169807434082e+00,-7.208598405122756958e-02,2.112843125000000000e+05,-3.806292187500000000e+04,5.816232204437255859e+00,-5.050680637359619141e+00,-3.806292187500000000e+04,2.689717187500000000e+05
6.894426792860031128e-02,1.838590860366821289e+00,1.489851832389831543e+00,1.999332580566406250e+02,2.563084411621093750e+02,7.620152086019515991e-03,-5.103758536279201508e-03,-3.262872219085693359e+00,-3.957305431365966797e+00,-5.103758536279201508e-03,4.064911045134067535e-03,2.401996850967407227e+00,2.927927732467651367e+00,-3.262872219085693359e+00,2.401996850967407227e+00,8.119253906250000000e+03,3.089737304687500000e+03,-3.957305431365966797e+00,2.927927732467651367e+00,3.089737304687500000e+03,1.491565429687500000e+04
2.471971325576305389e-02,1.763763308525085449e+00,1.547586798667907715e+00,1.242375244140625000e+03,1.452745971679687500e+02,3.587137674912810326e-03,-2.426002640277147293e-03,-4.562833786010742188e+00,-6.776140630245208740e-02,-2.426002640277147293e-03,2.316855592653155327e-03,2.999327659606933594e+00,1.365926563739776611e-01,-4.562833786010742188e+00,2.999327659606933594e+00,2.912467187500000000e+05,-7.885438476562500000e+03,-6.776140630245208740e-02,1.365926563739776611e-01,-7.885438476562500000e+03,7.239455078125000000e+03
5.722439289093017578e-02,1.709876775741577148e+00,1.597649931907653809e+00,5.520905151367187500e+02,4.376145935058593750e+02,9.784287540242075920e-04,-4.586671129800379276e-04,5.229510068893432617e-01,-1.061794042587280273e+00,-4.586671129800379276e-04,8.267174125649034977e-04,-1.326031923294067383e+00,1.861743807792663574e+00,5.229510068893432617e-01,-1.326031923294067383e+00,5.788128125000000000e+04,-1.936862695312500000e+04,-1.061794042587280273e+00,1.861743807792663574e+00,-1.936862695312500000e+04,3.483198437500000000e+04
1.175834983587265015e-02,1.742525577545166016e+00,1.560317397117614746e+00,6.860917358398437500e+02,2.712255126953125000e+03,1.429388881660997868e-03,-1.150926342234015465e-03,6.661816239356994629e-01,-6.352469921112060547e+00,-1.150926342234015465e-03,1.675054663792252541e-03,-1.320980787277221680e+00,6.440741539001464844e+00,6.661816239356994629e-01,-1.320980787277221680e+00,9.588041406250000000e+04,-5.535546875000000000e+04,-6.352469921112060547e+00,6.440741539001464844e+00,-5.535546875000000000e+04,1.184787875000000000e+06
3.654919564723968506e-02,1.869716644287109375e+00,1.461522459983825684e+00,2.522338867187500000e+02,9.124948730468750000e+02,7.372157648205757141e-03,-4.622981417924165726e-03,-2.145851373672485352e+00,-1.579910469055175781e+01,-4.622981417924165726e-03,3.478918923065066338e-03,1.504180192947387695e+00,1.071200847625732422e+01,-2.145851373672485352e+00,1.504180192947387695e+00,1.545346386718750000e+04,-1.750743359375000000e+04,-1.579910469055175781e+01,1.071200847625732422e+01,-1.750743359375000000e+04,1.838001093750000000e+05
3.338738530874252319e-02,1.692405819892883301e+00,1.614043116569519043e+00,5.373702392578125000e+02,6.441656494140625000e+01,6.727202562615275383e-04,-2.003286499530076981e-04,3.090466558933258057e-01,1.794376671314239502e-01,-2.003286499530076981e-04,6.418381235562264919e-04,1.585169136524200439e-01,-1.590343713760375977e-01,3.090466558933258057e-01,1.585169136524200439e-01,7.699302343750000000e+04,7.731189575195312500e+02,1.794376671314239502e-01,-1.590343713760375977e-01,7.731189575195312500e+02,1.269791870117187500e+03
2.979701571166515350e-02,1.814774036407470703e+00,1.502154111862182617e+00,1.038697509765625000e+03,6.238971557617187500e+02,5.671841092407703400e-03,-3.811634145677089691e-03,1.100910425186157227e+00,5.995813608169555664e-01,-3.811634145677089691e-03,3.164995461702346802e-03,1.791031360626220703e+00,-3.675115108489990234e-01,1.100910425186157227e+00,1.791031360626220703e+00,1.348032656250000000e+05,-1.151229003906250000e+04,5.995813608169555664e-01,-3.675115108489990234e-01,-1.151229003906250000e+04,7.902336718750000000e+04
